open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2026-03-03 14:00:00,66931.32000000,67603.94000000,66158.00000000,66568.95000000,1714.82463000,2026-03-03 14:59:59,114651598.14682370,638453,919.83494000,61528511.37429080,0
2026-03-03 15:00:00,66568.95000000,67834.93000000,66471.79000000,67725.81000000,1695.19520000,2026-03-03 15:59:59,113864722.57972280,611336,928.83647000,62399680.69174050,0
2026-03-03 16:00:00,67725.82000000,68999.00000000,67473.09000000,68175.90000000,2581.91143000,2026-03-03 16:59:59,176151461.93393760,707169,1407.03544000,95999626.30015320,0
2026-03-03 17:00:00,68175.89000000,68400.00000000,67626.53000000,68318.66000000,982.14848000,2026-03-03 17:59:59,66796344.16233900,408159,462.43279000,31465479.46742400,0
2026-03-03 18:00:00,68318.66000000,68914.01000000,67976.47000000,68628.49000000,974.13002000,2026-03-03 18:59:59,66742971.66346840,292195,549.56235000,37661369.72919390,0
2026-03-03 19:00:00,68628.50000000,68888.88000000,68312.83000000,68435.00000000,946.51026000,2026-03-03 19:59:59,64977883.36046610,288474,478.02738000,32825803.11764380,0
2026-03-03 20:00:00,68435.00000000,68591.24000000,68092.10000000,68266.00000000,592.99873000,2026-03-03 20:59:59,40519667.50620500,247601,260.54144000,17804851.77809710,0
2026-03-03 21:00:00,68265.99000000,68265.99000000,67832.30000000,68024.62000000,519.92364000,2026-03-03 21:59:59,35360588.29132580,153363,183.20573000,12458716.26915100,0
2026-03-03 22:00:00,68024.63000000,68524.54000000,68024.62000000,68327.20000000,573.87256000,2026-03-03 22:59:59,39200969.45158880,146640,343.75026000,23479061.42105800,0
2026-03-03 23:00:00,68327.20000000,68860.00000000,68245.64000000,68338.00000000,575.48869000,2026-03-03 23:59:59,39413272.17168060,142052,276.31586000,18923658.50991220,0
2026-03-04 00:00:00,68338.01000000,68413.90000000,67857.61000000,68093.19000000,767.61923000,2026-03-04 00:59:59,52334657.78146320,241607,347.08972000,23675065.27122700,0
2026-03-04 01:00:00,68093.20000000,68909.34000000,67963.28000000,68405.00000000,1294.62328000,2026-03-04 01:59:59,88494146.01131760,299771,732.71897000,50097573.17427000,0
2026-03-04 02:00:00,68405.00000000,68447.72000000,67984.56000000,68323.33000000,798.11328000,2026-03-04 02:59:59,54463496.15987140,246304,301.48167000,20572128.56043410,0
2026-03-04 03:00:00,68323.33000000,68383.63000000,67400.00000000,67732.20000000,954.50771000,2026-03-04 03:59:59,64851113.83991630,313532,440.95803000,29977667.20674860,0
2026-03-04 04:00:00,67732.19000000,67954.89000000,67467.60000000,67786.00000000,1066.38980000,2026-03-04 04:59:59,72134832.20051760,213715,610.45321000,41294685.42778670,0
2026-03-04 05:00:00,67786.00000000,68397.84000000,67682.64000000,68206.59000000,666.28769000,2026-03-04 05:59:59,45326723.20431980,188189,382.73122000,26050984.67432750,0
