open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base_volume,taker_buy_quote_volume,ignore
2026-01-01 00:00:00,87648.21000000,88088.10000000,87632.74000000,87846.02000000,833.74412000,2026-01-01 03:59:59,73283686.93587010,215223,468.64517000,41189469.86134440,0
2026-01-01 04:00:00,87846.01000000,87854.81000000,87550.43000000,87631.88000000,1108.52485000,2026-01-01 07:59:59,97161465.09495060,194935,510.38550000,44733868.01333040,0
2026-01-01 08:00:00,87631.88000000,88024.64000000,87631.87000000,88024.64000000,819.82493000,2026-01-01 11:59:59,72010111.09863410,177638,368.39485000,32353028.65019390,0
2026-01-01 12:00:00,88024.64000000,88113.45000000,87810.66000000,88032.18000000,1005.89204000,2026-01-01 15:59:59,88469246.41296720,251384,517.36184000,45499838.47775050,0
2026-01-01 16:00:00,88032.17000000,88500.00000000,87879.03000000,88391.15000000,1140.33499000,2026-01-01 19:59:59,100594181.64019700,326168,548.99644000,48430444.29838030,0
2026-01-01 20:00:00,88391.16000000,88919.45000000,88240.00000000,88839.04000000,1371.25040000,2026-01-01 23:59:59,121472944.10848120,283933,709.86156000,62883427.98738220,0
2026-01-02 00:00:00,88839.05000000,89120.01000000,88379.88000000,88950.65000000,1615.06136000,2026-01-02 03:59:59,143387685.48031330,440902,874.98341000,77690405.51174860,0
2026-01-02 04:00:00,88950.64000000,89079.44000000,88576.56000000,88857.61000000,1190.31720000,2026-01-02 07:59:59,105750635.99137620,327007,546.94110000,48592973.35953890,0
2026-01-02 08:00:00,88857.60000000,89942.44000000,88758.94000000,89502.95000000,3334.56621000,2026-01-02 11:59:59,298340380.42890670,598274,1576.75385000,141067110.92410870,0
2026-01-02 12:00:00,89502.94000000,90135.00000000,88459.96000000,89418.11000000,4573.84370000,2026-01-02 15:59:59,408826981.10515860,1544958,2331.39319000,208448047.63681500,0
2026-01-02 16:00:00,89418.10000000,90961.81000000,89205.92000000,89897.23000000,5155.47201000,2026-01-02 19:59:59,465168607.72190830,1670556,2728.26341000,246188729.24077450,0
2026-01-02 20:00:00,89897.23000000,90400.00000000,89636.77000000,89995.13000000,1527.71253000,2026-01-02 23:59:59,137484570.15942440,428514,871.01951000,78393007.29103290,0
2026-01-03 00:00:00,89995.14000000,90418.32000000,89966.48000000,90321.22000000,1026.19409000,2026-01-03 03:59:59,92549932.08761980,270331,622.91098000,56180449.39960540,0
2026-01-03 04:00:00,90321.23000000,90480.62000000,89314.01000000,89577.13000000,1777.41680000,2026-01-03 07:59:59,159695561.08809440,390379,794.93339000,71410002.03186570,0
2026-01-03 08:00:00,89577.13000000,89982.11000000,89420.75000000,89752.74000000,1301.10920000,2026-01-03 11:59:59,116769331.16783420,316613,741.73499000,66578569.04321050,0
2026-01-03 12:00:00,89752.75000000,90249.99000000,89664.93000000,89969.31000000,1115.15116000,2026-01-03 15:59:59,100357970.78005360,273960,611.89371000,55062100.54463770,0
2026-01-03 16:00:00,89969.31000000,90219.67000000,89918.59000000,90123.77000000,516.07827000,2026-01-03 19:59:59,46497756.90847330,173286,260.05087000,23430141.66416790,0
2026-01-03 20:00:00,90123.76000000,90741.16000000,90017.23000000,90628.01000000,1321.51764000,2026-01-03 23:59:59,119644221.57729020,259645,760.19689000,68818290.61809560,0
2026-01-04 00:00:00,90628.01000000,91610.17000000,90628.00000000,91236.78000000,2719.43418000,2026-01-04 03:59:59,248098243.07075030,607982,1426.64991000,130122544.92856790,0
2026-01-04 04:00:00,91236.78000000,91810.00000000,91183.15000000,91532.00000000,1833.66412000,2026-01-04 07:59:59,167749873.26711870,370997,983.89800000,90011198.87597950,0
2026-01-04 08:00:00,91532.00000000,91620.50000000,91174.46000000,91300.00000000,2596.25909000,2026-01-04 11:59:59,237289998.61081970,400130,1224.08955000,111905017.82824120,0
2026-01-04 12:00:00,91300.01000000,91419.22000000,91014.10000000,91334.94000000,1316.31831000,2026-01-04 15:59:59,120080135.70371720,314380,676.15997000,61680493.48430730,0
2026-01-04 16:00:00,91334.94000000,91455.90000000,90863.47000000,91138.07000000,1140.52954000,2026-01-04 19:59:59,104012445.88746200,300008,534.59591000,48757242.53833930,0
2026-01-04 20:00:00,91138.06000000,91590.00000000,91132.00000000,91529.73000000,820.32446000,2026-01-04 23:59:59,74930283.98134050,213540,475.60055000,43442173.93658470,0
2026-01-05 00:00:00,91529.74000000,93388.00000000,91514.81000000,92878.22000000,5548.56251000,2026-01-05 03:59:59,513721467.35895660,837098,3261.94288000,302022337.07086960,0
2026-01-05 04:00:00,92878.22000000,92947.87000000,92155.00000000,92520.63000000,1838.86690000,2026-01-05 07:59:59,170178171.53146230,392945,719.91453000,66633932.00508740,0
2026-01-05 08:00:00,92520.63000000,93151.00000000,92320.17000000,93134.26000000,2498.18846000,2026-01-05 11:59:59,231730879.19592330,545915,1218.65550000,113099105.15282610,0
2026-01-05 12:00:00,93134.25000000,94000.00000000,92407.13000000,93957.73000000,4224.09624000,2026-01-05 15:59:59,394107747.10316690,1498032,2239.84943000,209095125.13163690,0
2026-01-05 16:00:00,93957.74000000,94500.00000000,93250.00000000,94303.40000000,4190.38211000,2026-01-05 19:59:59,394024280.01035540,1421808,2218.58389000,208678560.63980680,0
2026-01-05 20:00:00,94303.40000000,94789.08000000,93800.00000000,93859.71000000,2373.49962000,2026-01-05 23:59:59,223692698.34821150,789691,1234.02327000,116329691.93147600,0
2026-01-06 00:00:00,93859.71000000,94161.86000000,93529.18000000,93769.24000000,1527.94713000,2026-01-06 03:59:59,143284896.66976830,600963,660.32897000,61934091.80542420,0
2026-01-06 04:00:00,93769.25000000,94000.00000000,93137.98000000,93255.08000000,2037.39443000,2026-01-06 07:59:59,190731799.04268540,486634,845.69944000,79191705.82713470,0
2026-01-06 08:00:00,93255.08000000,93895.00000000,93167.29000000,93840.00000000,1360.24604000,2026-01-06 11:59:59,127219766.70233730,398212,758.34694000,70937073.97216120,0
